Carrier_id,Carrier,Carrier classification,Cargo
282,amaranthus retroflexus,Higher Plants,"['ostrinia kurentzovi', 'tomato yellow leaf curl virus']"
283,amaranthus tuberculatus,Higher Plants,['lygus lineolaris']
284,amaranthus viridis,Higher Plants,"['amaranthus leaf mottle virus', 'tomato yellow leaf curl virus', 'zucchini yellow mosaic virus']"
285,amatitlania nigrofasciata,Fish,['neoechinorhynchus golvani']
286,amazona aestiva,Aves,"['beak and feather disease virus', 'borna disease virus', 'chlamydophila psittaci', 'psittacid herpesvirus 1']"
287,amazona albifrons,Aves,['paragoniocotes microgaster']
288,amazona amazonica,Aves,"['psittacid herpesvirus 1', 'beak and feather disease virus']"
289,amazona arausiaca,Aves,['budgerigar fledgling disease polyomavirus']
290,amazona autumnalis,Aves,['beak and feather disease virus']
291,amazona farinosa,Aves,['mycobacterium genavense']
292,amazona oratrix,Aves,['psittacid herpesvirus 1']
293,amblema plicata,Mollusca,"['unionicola amandita', 'unionicola tupara']"
294,ambloplites rupestris,Fish,"['clinostomum marginatum', 'diplostomum huronense', 'tylodelphys scheuringi']"
295,amblyomma americanum,Arthropod,"['francisella tularensis', 'rickettsia felis', 'rickettsia rickettsii', 'ehrlichia ewingii', 'rickettsia parkeri', 'borrelia lonestari', 'borrelia andersonii', 'borrelia burgdorferi', 'ehrlichia chaffeensis']"
296,amblyomma cajennense,Arthropod,"['serratia marcescens', 'rickettsia bellii', 'rickettsia rickettsii', 'bacillus cereus', 'staphylococcus sciuri', 'bartonella henselae', 'stenotrophomonas maltophilia']"
297,amblyomma gemma,Arthropod,"['dugbe virus', 'ehrlichia ruminantium']"
298,amblyomma hebraeum,Arthropod,"['ehrlichia ruminantium', 'rickettsia conorii']"
299,amblyomma imitator,Arthropod,['rickettsia rickettsii']
300,amblyomma lepidum,Arthropod,"['ehrlichia ruminantium', 'dugbe virus']"
301,amblyomma maculatum,Arthropod,['rickettsia parkeri']
302,amblyomma nodosum,Arthropod,['rickettsia bellii']
303,amblyomma ovale,Arthropod,['rickettsia bellii']
304,amblyomma parvum,Arthropod,['ehrlichia chaffeensis']
305,amblyomma sabanerae,Arthropod,['rickettsia bellii']
306,amblyomma testudinarium,Arthropod,['rickettsia tamurae']
307,amblyomma tigrinum,Arthropod,"['rickettsia aeschlimannii', 'rickettsia parkeri', 'rickettsia bellii']"
308,amblyomma triste,Arthropod,['rickettsia parkeri']
309,amblyomma variegatum,Arthropod,"['serratia marcescens', 'myroides odoratimimus', 'dugbe virus', 'ehrlichia ruminantium', 'rickettsia africae']"
310,amblyraja radiata,Fish,"['calicotyle kroyeri', 'echeneibothrium vernetae', 'dictyocotyle coeliaca', 'pseudanthobothrium hanseni', 'grillotia erinaceus', 'echeneibothrium canadensis']"
311,amblyrhynchus cristatus,Reptile,"['amblyomma darwini', 'amblyomma williamsi']"
312,ambrosia trifida,Higher Plants,['xylella fastidiosa']
313,ambystoma opacum,Amphibian,['frog virus 3']
314,ambystoma tigrinum,Amphibian,['ambystoma tigrinum virus']
315,ameiurus melas,Fish,"['phyllodistomum lacustri', 'corallotaenia intermedia', 'corallotaenia minutia', 'ictalurid herpesvirus 2', 'corallobothrium parafimbriatum', 'european catfish virus']"
316,ameiurus nebulosus,Fish,"['henneguya gurlei', 'cleidodiscus pricei', 'aeromonas hydrophila']"
317,ameiva ameiva,Reptile,['piratuba scaffi']
318,amelanchier alnifolia,Higher Plants,['acyrthosiphon macrosiphum']
319,amia calva,Fish,"['haplobothrium globuliforme', 'proteocephalus ambloplitis', 'macroderoides trilobatus', 'macroderoides typicus', 'proteocephalus perplexus']"
320,amietia angolensis,Amphibian,['polystoma claudecombesi']
321,ammi majus,Higher Plants,"['apium virus y', 'clover yellow vein virus', 'bidens mottle virus']"
322,ammophila arenaria,Higher Plants,"['pratylenchus pratensis', 'pratylenchus penetrans', 'helicotylenchus varicaudatus', 'sphingobium yanoikuyae', 'stenotrophomonas maltophilia', 'pratylenchus dunensis', 'burkholderia tropica', 'meloidogyne maritima', 'pratylenchus brzeskii', 'trichoderma viride']"
323,amorpha canescens,Higher Plants,"['helicotylenchus leiocephalus', 'helicotylenchus platyurus']"
324,amorpha fruticosa,Higher Plants,"['mesorhizobium amorphae', 'mesorhizobium chacoense']"
325,amorphophallus konjac,Higher Plants,"['bacillus subtilis', 'konjac mosaic virus', 'leuconostoc pseudomesenteroides', 'pectobacterium carotovorum']"
326,amorphophallus muelleri,Higher Plants,['colletotrichum dematium']
327,amorphophallus paeoniifolius,Higher Plants,['dasheen mosaic virus']
328,ampelopsis glandulosa,Higher Plants,['asphondylia baca']
329,amphimallon majalis,Arthropod,['metarhizium anisopliae']
330,amphimallon solstitiale,Arthropod,['beauveria caledonica']
331,amphimedon queenslandica,Porifera,['salinispora arenicola']
332,amphimedon viridis,Porifera,['pseudovibrio denitrificans']
333,amphiprion akindynos,Fish,"['kudoa whippsi', 'kudoa kenti']"
334,amphiprion melanopus,Fish,"['kudoa kenti', 'kudoa whippsi']"
335,amphiprion nigripes,Fish,['klebsiella pneumoniae']
336,amsacta albistriga,Arthropod,['metarhizium anisopliae']
337,amynthas robustus,Segmented Worm,['siconema ovispicatum']
338,anabas testudineus,Fish,"['trianchoratus gussevi', 'haplorchis pumilio']"
339,anacardium excelsum,Higher Plants,['lasiodiplodia theobromae']
340,anacardium occidentale,Higher Plants,"['helopeltis antonii', 'toxoptera odinae']"
341,anagallis arvensis,Higher Plants,['tomato yellow leaf curl virus']
342,anagasta kuehniella,Arthropod,"['diadegma chrysostictos', 'bacillus thuringiensis', 'wolbachia pipientis']"
343,ananas comosus,Higher Plants,"['dickeya zeae', 'acetobacter pasteurianus', 'acetobacter lovaniensis', 'burkholderia gladioli', 'fusarium subglutinans', 'tatumella ptyseos', 'bacillus amyloliquefaciens', 'acetobacter ghanensis', 'bacillus flexus', 'bacillus anthracis', 'bacillus mycoides', 'pectobacterium carotovorum', 'bacillus tequilensis', 'bacillus megaterium', 'bacillus subtilis', 'pineapple mealybug wilt-associated virus 2', 'burkholderia tropica', 'curvularia clavata', 'dysmicoccus neobrevipes', 'bacillus cereus', 'bacillus thuringiensis', 'bacillus pumilus', 'pineapple mealybug wilt-associated virus 1', 'melanaspis bromiliae', 'bacillus altitudinis', 'aleurodicus dispersus', 'enterobacter hormaechei', 'pineapple mealybug wilt-associated virus 3']"
344,anarhichas lupus,Fish,"['lepidophyllum steenstrupi', 'fellodistomum agnotum', 'fellodistomum fellis', 'pleistophora ehrenbaumi', 'peracreadium idoneum']"
345,anarhichas minor,Fish,['aeromonas salmonicida']
346,anas acuta,Aves,"['influenza a virus', 'avian coronavirus', 'newcastle disease virus', 'anaticola crassicornis', 'avian paramyxovirus 9']"
347,anas americana,Aves,"['avian coronavirus', 'influenza a virus']"
348,anas bahamensis,Aves,['avian metapneumovirus']
349,anas capensis,Aves,['influenza a virus']
350,anas carolinensis,Aves,"['influenza a virus', 'newcastle disease virus']"
351,anas castanea,Aves,['influenza a virus']
352,anas clypeata,Aves,"['trichobilharzia szidati', 'trichobilharzia regenti', 'freyana largifolia', 'trichobilharzia querquedulae', 'pseudocorynosoma constrictum', 'influenza a virus', 'avian coronavirus', 'newcastle disease virus']"
353,anas crecca,Aves,"['newcastle disease virus', 'avian coronavirus', 'vingrassia velata', 'influenza a virus', 'trichobilharzia szidati', 'bilharziella polonica', 'trichobilharzia franki']"
354,anas cyanoptera,Aves,"['trichobilharzia querquedulae', 'influenza a virus']"
355,anas discors,Aves,"['newcastle disease virus', 'influenza a virus', 'trichobilharzia querquedulae']"
356,anas formosa,Aves,"['influenza a virus', 'tetratrichomonas gallinarum', 'newcastle disease virus']"
357,anas fulvigula,Aves,['newcastle disease virus']
358,anas penelope,Aves,"['avian paramyxovirus 9', 'avian coronavirus', 'newcastle disease virus', 'influenza a virus']"
359,anas platyrhynchos,Domestic,"['avian orthoreovirus', 'trichobilharzia szidati', 'vibrio cholerae', 'gallibacterium salpingitidis', 'avian coronavirus', 'duck adenovirus a', 'duck circovirus', 'duck hepatitis a virus', 'duck hepatitis b virus', 'goose parvovirus', 'avian metapneumovirus', 'duck parvovirus', 'trichobilharzia regenti', 'trinoton querquedulae', 'avian paramyxovirus 6', 'avian paramyxovirus 4', 'gallibacterium anatis', 'avian paramyxovirus 9', 'tetratrichomonas gallinarum', 'trichobilharzia franki', 'brachyspira alvinipulli', 'clostridium botulinum', 'escherichia coli', 'bacillus fordii', 'psilochasmus oxyurus', 'enterococcus hirae', 'infectious bursal disease virus', 'enterococcus faecalis', 'borna disease virus', 'megamonas hypermegale', 'newcastle disease virus', 'reticuloendotheliosis virus', 'cryptosporidium baileyi', 'veillonella parvula', 'cryptosporidium parvum', 'influenza a virus', 'bilharziella polonica', 'anaticola crassicornis', 'lactococcus lactis', 'brachyspira hyodysenteriae', 'brachyspira intermedia', 'staphylococcus aureus', 'freyana anatina', 'urogonimus macrostomus', 'cellulosimicrobium funkei', 'sarcocystis rileyi', 'aeromonas veronii', 'tembusu virus', 'mycoplasma anatis', 'brachyspira innocens', 'turkey astrovirus', 'tanaisia fedtschenkoi', 'leucocytozoon simondi', 'riemerella anatipestifer', 'chlamydophila psittaci', 'brachyspira suanatina', 'brachyspira pulli', 'pasteurella multocida', 'brachyspira pilosicoli', 'chicken astrovirus']"
360,anas poecilorhyncha,Aves,"['escherichia coli', 'influenza a virus']"
361,anas querquedula,Aves,"['influenza a virus', 'schistogonimus rarus', 'west nile virus']"
362,anas rubripes,Aves,"['influenza a virus', 'newcastle disease virus']"
363,anas strepera,Aves,"['escherichia coli', 'influenza a virus', 'giardia intestinalis']"
364,anas superciliosa,Aves,['influenza a virus']
365,anax junius,Arthropod,"['geneiorhynchus manifestus', 'prismatospora evansi']"
366,anchomenus dorsalis,Arthropod,['isaria farinosa']
367,anchusa officinalis,Higher Plants,['ribgrass mosaic virus']
368,andigena hypoglauca,Aves,['austrophilopterus andigenae']
369,andinoacara coeruleopunctatus,Fish,['bothriocephalus acheilognathi']
370,andrias davidianus,Amphibian,"['proteus penneri', 'pseudomonas fluorescens']"
371,andrias japonicus,Amphibian,['batrachochytrium dendrobatidis']
372,andricus burgundus,Arthropod,"['eupelmus urozonus', 'mesopolobus xanthocerus', 'mesopolobus amaenus', 'cecidostiba fungosa', 'baryscapus pallidae']"
373,andricus caputmedusae,Arthropod,"['cecidostiba fungosa', 'eupelmus urozonus', 'baryscapus pallidae']"
374,andricus conglomeratus,Arthropod,['ceroptres clavicornis']
375,andricus conificus,Arthropod,['synergus diaphanus']
376,andricus coriarius,Arthropod,"['ormyrus pomaceus', 'ormyrus nitidulus', 'aulogymnus gallarum']"
377,andricus crispator,Arthropod,"['mesopolobus tibialis', 'aulogymnus gallarum', 'ormyrus pomaceus']"
378,andricus curvator,Arthropod,"['ormyrus pomaceus', 'eupelmus urozonus', 'aulogymnus gallarum', 'mesopolobus tibialis', 'torymus geranii', 'aulogymnus arsames', 'torymus flavipes']"
379,andricus grossulariae,Arthropod,"['aulogymnus gallarum', 'mesopolobus amaenus', 'ormyrus pomaceus', 'synergus consobrinus']"
380,andricus hungaricus,Arthropod,['cecidostiba fungosa']
381,andricus kollari,Arthropod,"['eupelmus urozonus', 'ormyrus nitidulus']"
382,andricus lignicolus,Arthropod,['ceroptres clavicornis']
383,andricus lucidus,Arthropod,"['eupelmus urozonus', 'ormyrus pomaceus', 'cecidostiba fungosa']"
384,andricus mayri,Arthropod,['ormyrus pomaceus']
385,andricus mitratus,Arthropod,['ormyrus pomaceus']
386,andricus multiplicatus,Arthropod,"['eupelmus urozonus', 'mesopolobus xanthocerus', 'aulogymnus gallarum', 'mesopolobus fuscipes']"
387,andricus polycerus,Arthropod,['cecidostiba fungosa']
388,andricus quadrilineatus,Arthropod,"['mesopolobus tibialis', 'aulogymnus gallarum', 'mesopolobus amaenus', 'torymus flavipes', 'ormyrus pomaceus', 'aulogymnus skianeuros']"
389,andricus quercuscalicis,Arthropod,"['mesopolobus dubius', 'cecidostiba fungosa', 'mesopolobus mediterraneus', 'mesopolobus fuscipes', 'sycophila biguttata']"
390,andricus quercusradicis,Arthropod,['synergus incrassatus']
391,andricus quercusramuli,Arthropod,"['torymus flavipes', 'aulogymnus gallarum', 'mesopolobus xanthocerus']"
392,andricus quercustozae,Arthropod,"['cecidostiba fungosa', 'eupelmus annulatus', 'mesopolobus fasciiventris', 'mesopolobus lichtensteini', 'eupelmus urozonus']"
393,andricus schrockingeri,Arthropod,['mesopolobus tibialis']
394,andricus singularis,Arthropod,"['mesopolobus xanthocerus', 'mesopolobus tibialis']"
395,andricus testaceipes,Arthropod,['saphonecrus connatus']
396,andricus vindobonensis,Arthropod,['aprostocetus cerricola']
397,androlaelaps casalis,Arthropod,['omsk hemorrhagic fever virus']
398,andropadus curvirostris,Aves,['myrsidea palmeri']
399,andropadus latirostris,Aves,"['haemoproteus vacuolatus', 'plasmodium multivacuolaris', 'plasmodium globularis', 'unidentified nematode']"
400,andropadus virens,Aves,['trypanosoma everetti']
401,andropogon gerardii,Higher Plants,['helicotylenchus labiodiscinus']
402,anemone blanda,Higher Plants,['ranunculus mild mosaic virus']
403,anemone coronaria,Higher Plants,['gibellulopsis nigrescens']
404,anemone nemorosa,Higher Plants,['endophytus anemones']
405,angelica genuflexa,Higher Plants,['angelica virus y']
406,angelica lucida,Higher Plants,['angelica virus y']
407,angelonia angustifolia,Higher Plants,['angelonia flower break virus']
408,anguilla anguilla,Fish,"['edwardsiella tarda', 'proteocephalus macrocephalus', 'bothriocephalus claviceps', 'aeromonas bestiarum', 'trypanosoma granulosum', 'infectious pancreatic necrosis virus', 'pseudodactylogyrus anguillae', 'myxidium giardi', 'anguillicoloides crassus', 'flavobacterium psychrophilum', 'gyrodactylus anguillae', 'pseudodactylogyrus bini', 'aeromonas hydrophila', 'hoferellus gilsoni', 'delftia acidovorans', 'eimeria anguillae', 'myxobolus portucalensis', 'viral hemorrhagic septicemia virus']"
409,anguilla australis,Fish,"['gyrodactylus anguillae', 'anguillicoloides novaezelandiae']"
410,anguilla japonica,Fish,"['edwardsiella tarda', 'anguillicoloides crassus', 'anguillicola globiceps', 'gyrodactylus nipponensis', 'yersinia ruckeri', 'heterosporis anguillarum', 'pseudodactylogyrus bini', 'listonella anguillarum', 'aeromonas hydrophila']"
411,anguilla marmorata,Fish,"['anguillicoloides papernai', 'bothriocephalus claviceps']"
412,anguilla mossambica,Fish,['anguillicoloides papernai']
413,anguilla reinhardtii,Fish,"['anguillicoloides novaezelandiae', 'paracardicoloides yamagutii', 'anguillicoloides australiensis', 'gyrodactylus anguillae']"
414,anguilla rostrata,Fish,"['gyrodactylus anguillae', 'anguillicoloides crassus']"
415,anguis fragilis,Reptile,['tetratrichomonas prowazeki']
416,anhinga anhinga,Aves,['southwellina hispida']
417,anhinga novaehollandiae,Aves,['pectinopygus aquaticus']
418,anisus vortex,Mollusca,['alaria alata']
419,annona cherimola,Higher Plants,"['colletotrichum gloeosporioides', 'ferrisia virgata']"
420,annona muricata,Higher Plants,"['colletotrichum gloeosporioides', 'lasiodiplodia theobromae']"
421,annona squamosa,Higher Plants,"['pyrenochaeta romeroi', 'scirtothrips dorsalis', 'colletotrichum gloeosporioides']"
422,anoda cristata,Higher Plants,['acanthoscelides anoditus']
423,anodonta cygnea,Mollusca,['unionicola ypsilophora']
424,anodonta woodiana,Mollusca,"['unionicola arcuata', 'unionicola ypsilophora', 'unionicola agilex', 'unionicola formosa', 'unionicola ischyropalpus']"
425,anodontoides radiatus,Mollusca,['unionicola arcuata']
426,anodorhynchus hyacinthinus,Aves,"['psittacid herpesvirus 1', 'lactobacillus psittaci', 'borna disease virus']"
427,anolis bartschi,Reptile,['tritrichomonas nonconforma']
428,anolis equestris,Reptile,['monocercomonas colubrorum']
429,anolis oculatus,Reptile,"['plasmodium azurophilum', 'plasmodium floridense']"
430,anolis sagrei,Reptile,['plasmodium floridense']
431,anomala corpulenta,Arthropod,['beauveria bassiana']
432,anomala cuprea,Arthropod,['cordyceps brongniartii']
433,anopheles albitarsis,Arthropod,['st. louis encephalitis virus']
434,anopheles bancroftii,Arthropod,['bovine ephemeral fever virus']
435,anopheles barbirostris,Arthropod,['bunyamwera virus']
436,anopheles coustani,Arthropod,['rift valley fever virus']
437,anopheles crucians,Arthropod,['parathelohania obesa']
438,anopheles funestus,Arthropod,"['nyando virus', 'plasmodium falciparum']"
439,anopheles gambiae,Arthropod,"['bunyamwera virus', 'klebsiella oxytoca', 'micrococcus luteus', 'pantoea stewartii', 'asaia krungthepensis', 'elizabethkingia meningoseptica']"
440,anopheles maculipennis,Arthropod,"['aeromonas hydrophila', 'bunyamwera virus', 'california encephalitis virus', 'pseudomonas mendocina', 'sindbis virus', 'lysinibacillus sphaericus']"
441,anopheles messeae,Arthropod,['west nile virus']
442,anopheles nuneztovari,Arthropod,['changuinola virus']
443,anopheles quadrimaculatus,Arthropod,"['bunyamwera virus', 'parathelohania anophelis']"
444,anopheles sinensis,Arthropod,"['japanese encephalitis virus', 'banna virus']"
445,anopheles squamosus,Arthropod,['rift valley fever virus']
446,anopheles stephensi,Arthropod,"['bacillus cereus', 'vibrio cholerae', 'elizabethkingia meningoseptica', 'enterobacter cloacae', 'brevundimonas aurantiaca', 'enterococcus faecalis', 'acinetobacter venetianus', 'pseudomonas fluorescens', 'enterobacter hormaechei', 'pseudomonas chlororaphis', 'cronobacter sakazakii', 'pseudomonas extremaustralis', 'aeromonas enteropelogenes', 'pseudomonas anguilliseptica', 'anncaliia algerae', 'bacillus firmus', 'serratia marcescens', 'aeromonas veronii', 'plasmodium yoelii', 'pantoea agglomerans', 'acinetobacter haemolyticus', 'acinetobacter lwoffii', 'pantoea stewartii', 'kocuria rhizophila', 'pseudomonas veronii', 'exiguobacterium acetylicum', 'wickerhamomyces anomalus', 'acinetobacter johnsonii', 'microbacterium paraoxydans', 'pseudomonas marginalis', 'aeromonas popoffii', 'staphylococcus saprophyticus', 'deinococcus xinjiangensis', 'citrobacter freundii', 'escherichia hermannii', 'chryseobacterium indologenes', 'acinetobacter radioresistens', 'pseudomonas otitidis', 'shewanella decolorationis', 'bacillus pumilus', 'pseudoxanthomonas daejeonensis', 'aeromonas sobria', 'pseudomonas mendocina', 'pseudomonas meridiana', 'staphylococcus hominis', 'lysinibacillus sphaericus', 'thorsellia anophelis', 'sphingomonas paucimobilis', 'myroides odoratimimus', 'pseudoxanthomonas icgebensis']"
