Cargo,Carrier_id
arthrographis kalrae,"[2328, 2813]"
artogeia rapae granulovirus,[4531]
artyfechinostomum sufrartyfex,"[5719, 5720]"
arytinnis modica,"[1270, 2522]"
arytinnis pileolata,"[2519, 2523]"
arytinnis proboscidea,"[136, 137]"
asaia bogorensis,"[2813, 3474, 3631, 5832]"
asaia krungthepensis,[439]
asaia lannaensis,[2813]
asaia platycodi,[3631]
asaia siamensis,[4831]
ascaridia columbae,[1495]
ascaridia compar,[5830]
ascaridia galli,[2497]
ascaris lumbricoides,"[2813, 5719, 5720]"
ascaris suum,"[854, 2813, 4152, 5719, 5720]"
ascarops strongylina,"[5719, 5720]"
ascogregarina barreti,[4011]
ascogregarina taiwanensis,"[143, 148]"
ashworthius sidemi,"[788, 1075]"
asordaria tenerifae,[4416]
asparagus virus 2,[636]
aspergillus aculeatinus,[2813]
aspergillus awamori,[2813]
aspergillus bridgeri,[2592]
aspergillus caespitosus,[2592]
aspergillus calidoustus,[2813]
aspergillus candidus,"[2813, 4397]"
aspergillus carbonarius,[2813]
aspergillus clavatus,[2813]
aspergillus crystallinus,[4416]
aspergillus flavipes,"[547, 1111, 2117, 3755, 4408, 6010]"
aspergillus flavus,"[1062, 1063, 2592, 2813, 4427]"
aspergillus flavus group,[2813]
aspergillus fumigatus,"[228, 1111, 1843, 2813, 3555, 4397]"
aspergillus glaucus,[2813]
aspergillus granulosus,[2813]
aspergillus insuetus,[2813]
aspergillus insulicola,[2813]
aspergillus kanagawaensis,[2813]
aspergillus lentulus,[2813]
aspergillus niger,"[854, 1062, 1063, 1072, 2161, 2326, 2592, 2813, 4152, 5719, 5720]"
aspergillus nomius,"[1524, 1843, 2592, 2952, 4427]"
aspergillus novofumigatus,[2813]
aspergillus ochraceous virus,[637]
aspergillus ochraceus,"[2592, 2813, 4397]"
aspergillus oryzae,"[843, 2813]"
aspergillus penicillioides,[2813]
aspergillus persii,[2813]
aspergillus striatus,[2592]
aspergillus sydowii,"[1062, 1063, 1885, 2161, 2592, 2813, 4142]"
aspergillus tamarii,"[1062, 1063, 2592, 2813, 4427]"
aspergillus terreus,"[1062, 1063, 2592, 2813]"
aspergillus tritici,[2813]
aspergillus tubingensis,"[1062, 1063, 2431, 2813]"
aspergillus unguis,[2813]
aspergillus ustus,[2813]
aspergillus versicolor,"[1062, 1063, 2592, 2813]"
aspergillus viridinutans,[2813]
aspergillus wentii,[2813]
aspergillus westerdijkiae,[2813]
asphondylia baca,"[328, 1167, 6215, 6216]"
asphondylia benedicta,[2114]
asphondylia borrichiae,[848]
asphondylia diervillae,[6215]
asphondylia ericiformis,[2681]
asphondylia floriformis,[5265]
asphondylia gennadii,"[1070, 1078, 1196]"
asphondylia itoi,[1971]
asphondylia sarcocorniae,[5265]
asphondylia yushimai,"[2570, 3197, 4846]"
aspiculuris tetraptera,[3749]
aspidiotus nerii,[5908]
aspidogaster chongqingensis,[5585]
aspidogaster ijimai,[1767]
asteralobia humuli,[2825]
asteralobia patriniae,[4297]
asteralobia sasakii,"[2899, 2902]"
asteralobia soyogo,"[2900, 2901, 2903]"
asteromyia carbonifera,"[5509, 5510, 5512, 5513, 5514, 5515, 5516, 5517, 5518, 5519, 5520]"
asteromyia chrysothamni,"[1371, 2175]"
asteromyia clarkei,"[2283, 2284]"
asteromyia euthamiae,[2298]
asteromyia gutierreziae,[2635]
asteromyia laeviana,"[2285, 5740, 5741, 5742, 5743, 5744, 5745]"
asteromyia modesta,"[1518, 2176, 5509, 5511, 5512, 5740, 5742]"
asteromyia tumifica,[5509]
asthenocotyle kaikourensis,[4811]
astiotrema reniferum,[1446]
atalodera crassicrustata,[3610]
atkinsiella dubia,[2811]
atopobium parvulum,[2813]
atopobium rimae,[2813]
atopobium vaginae,[2813]
atractolytocestus huronensis,[1767]
atractotrema sigani,[5428]
atrispinum acarne,[4187]
atrypanius remissus,[2634]
auerbachia caranxi,[1095]
auerbachia chaetodoni,[1263]
auerbachia pulchra,[1571]
auerbachia scomberoidi,[5326]
aulacaspis distylii,[1971]
aulacaspis yasumatsui,[1728]
aulacorthum solani,"[1024, 1078, 2432, 3046]"
aulogymnus arsames,"[378, 3922]"
aulogymnus gallarum,"[376, 377, 378, 379, 386, 388, 391, 3923]"
aulogymnus skianeuros,"[388, 3922]"
aulogymnus trilineatus,[487]
aurantiactinomyxon pavinsis,[5702]
aurantimonas altamirensis,[2813]
aureobasidium pullulans,"[121, 1885, 2813, 5613]"
auricotes affinis,[2027]
auricotes bellus,[4932]
auricotes lativenter,[2025]
auricotes rotundus,[4931]
auridistomum chelydrae,[1303]
australian bat lyssavirus,"[2131, 2813, 4923, 4927, 4928, 5195]"
australian grapevine viroid,[6206]
austramphilina elongata,[1298]
austrobdella californiana,"[4683, 5333]"
austrobilharzia terrigalensis,"[754, 4504, 5007]"
austrobilharzia variglandis,"[2907, 3089]"
austrogoniodes antarcticus,[4968]
austrogoniodes bifasciatus,"[5572, 5573]"
austrogoniodes brevipes,[530]
austrogoniodes concii,"[2234, 2235, 3526]"
austrogoniodes cristati,"[2233, 2234, 2235, 2237]"
austrogoniodes demersus,[5571]
austrogoniodes gressitti,[4969]
austrogoniodes hamiltoni,[2236]
austrogoniodes keleri,[2233]
austrogoniodes macquariensis,[2233]
austrogoniodes mawsoni,[529]
austrogoniodes vanalphenae,[3526]
austrogoniodes waterstoni,[2238]
austroholorchis sprenti,[5439]
austromenopon echinatum,[1039]
austromenopon merguli,[240]
austrophilopterus andigenae,[368]
austrophilopterus cancellosus,"[4910, 4911, 4912, 4913, 4914, 5014, 5015, 5016, 5017, 5018]"
austrophilopterus spinosus,"[684, 685]"
austrophilopterus subsimilis,[5014]
austrophilopterus torquatus,[4915]
auxarthron umbrinum,[2813]
avenzoaria calidridis,"[1005, 1007, 1009, 1014]"
avenzoaria phalaropi,[4410]
avenzoaria philomachi,[4432]
avenzoaria terekiae,[6241]
avenzoaria totani,"[5997, 6001]"
avenzoaria tringae,[5998]
avian adeno-associated virus,[2497]
avian coronavirus,"[346, 347, 352, 353, 358, 359, 455, 457, 530, 577, 579, 711, 979, 1008, 1011, 1495, 1738, 1846, 2497, 3061, 3092, 3101, 3285, 3555, 4299, 4337, 4401, 4652, 4766, 5719, 6033]"
avian leukosis virus,"[2497, 3749]"
avian metapneumovirus,"[348, 359, 558, 887, 994, 1495, 1847, 2497, 3555, 3874, 4337]"
avian myeloblastosis virus,[2497]
avian orthoreovirus,"[359, 994, 2245, 2497, 3555]"
avian paramyxovirus 2,"[2497, 3555]"
avian paramyxovirus 3,[3555]
avian paramyxovirus 4,"[264, 359]"
avian paramyxovirus 5,[3580]
avian paramyxovirus 6,"[359, 455]"
avian paramyxovirus 8,[887]
avian paramyxovirus 9,"[346, 358, 359]"
avibacterium endocarditidis,"[1552, 2497]"
avibacterium gallinarum,"[2497, 3555, 5061]"
avibacterium paragallinarum,[2497]
avibacterium volantium,[2497]
avitellina centripunctata,[4152]
avocado sunblotch viroid,[4374]
azomonas macrocytogenes,[4755]
azorhizobium caulinodans,"[5401, 5709]"
azospirillum amazonense,[3630]
azospirillum brasilense,"[697, 2819, 4817, 6010, 6281]"
azospirillum lipoferum,"[4267, 6010, 6281]"
azospirillum zeae,"[697, 6010]"
azotobacter vinelandii,"[3469, 5485]"
babesia bennetti,[3085]
babesia bicornis,[1897]
babesia bigemina,"[850, 851, 854, 912, 3505, 5103]"
babesia bovis,"[797, 851, 854, 912, 2161, 2813, 2975, 4025, 5104]"
babesia caballi,"[1862, 2158, 2161]"
babesia canis,"[1062, 1063, 1864, 2326, 2975, 5112]"
babesia capreoli,"[1075, 1794, 2975, 5182]"
babesia conradae,"[1062, 1063]"
babesia divergens,"[854, 1073, 1075, 1223, 2813, 2974, 2975, 3602, 4124, 5048]"
babesia duncani,[2813]
babesia equi,"[2158, 2161]"
babesia felis,[2326]
babesia gibsoni,"[854, 1062, 1063, 2161, 2652, 2813, 4152, 4191, 5112, 5719]"
babesia kiwiensis,[531]
babesia lengau,[98]
babesia leo,[2326]
babesia major,"[854, 2975]"
babesia microti,"[510, 512, 515, 520, 1062, 1063, 2125, 2161, 2813, 2974, 2975, 2976, 3397, 3399, 3613, 3648, 3649, 3663, 3789, 3792, 3793, 3942, 4803, 5319]"
babesia motasi,"[1072, 2653, 4152]"
babesia muratovi,[3749]
babesia occultans,[854]
babesia odocoilei,"[1223, 2976, 4025, 4153, 5048]"
babesia ovata,[854]
babesia ovis,"[1072, 4152, 5104, 5115]"
babesia rodhaini,[3749]
babesia rossi,"[1062, 1063]"
babesia vitalii,"[1062, 1063]"
baboon orthoreovirus,"[4229, 4230, 4231, 4232, 4233]"
bacciger lesteri,[5366]
bacconematus pumilio,[5146]
bacillus acidiceler,"[4202, 4692]"
bacillus aerophilus,[3935]
bacillus algicola,[4358]
bacillus altitudinis,"[239, 343, 854, 1078, 1126, 1397, 1466, 1748, 2031, 2064, 2342, 2355, 2761, 2767, 3475, 3905, 3907, 3935, 4465, 4689, 5194, 5260, 5269, 5759, 5798, 5908, 5918, 6206, 6281, 6292]"
bacillus amyloliquefaciens,"[343, 546, 713, 860, 892, 893, 1397, 1431, 1771, 1793, 2031, 2064, 2542, 2595, 2599, 2702, 2703, 3075, 3475, 3757, 3935, 4119, 4124, 4130, 4202, 4205, 4420, 4465, 4975, 5194, 5260, 5499, 5719, 5847, 5918, 6183, 6281, 6292, 6296]"
bacillus anthracis,"[239, 343, 854, 860, 1063, 1072, 1078, 1123, 1138, 1151, 1173, 1182, 1397, 1466, 1536, 1717, 1748, 1771, 2031, 2064, 2161, 2326, 2342, 2761, 2813, 2858, 3050, 3474, 3475, 3907, 3935, 4130, 4152, 4358, 4687, 4692, 4755, 5194, 5499, 5719, 5720, 5804, 5816, 5974, 6281]"
bacillus aquimaris,"[1423, 2636, 2813, 3752, 5779]"
bacillus arbutinivorans,"[27, 763]"
bacillus arsenicus,[537]
bacillus aryabhattai,"[1518, 1683, 2570, 3930, 3935, 4130, 4831, 5249, 6281]"
bacillus asahii,[4420]
bacillus atrophaeus,"[1397, 1893, 3178, 4755, 5526]"
bacillus axarquiensis,"[4464, 5194, 6183, 6281]"
bacillus badius,"[1173, 2398]"
bacillus barbaricus,"[498, 1777, 4130, 4358, 4420]"
bacillus bataviensis,"[4420, 6281]"
bacillus beijingensis,[1991]
bacillus benzoevorans,"[1123, 2557, 2605]"
bacillus boroniphilus,[3752]
bacillus cecembensis,[1466]
bacillus cereus,"[181, 183, 235, 239, 260, 296, 343, 446, 495, 498, 539, 621, 622, 701, 713, 724, 763, 789, 843, 854, 860, 891, 893, 1078, 1123, 1126, 1138, 1151, 1173, 1182, 1305, 1307, 1316, 1412, 1523, 1536, 1683, 1717, 1748, 1768, 1777, 1914, 2031, 2064, 2342, 2355, 2358, 2379, 2514, 2548, 2570, 2599, 2611, 2636, 2698, 2702, 2761, 2813, 2858, 2866, 2981, 3047, 3050, 3075, 3269, 3282, 3361, 3474, 3475, 3685, 3736, 3745, 3752, 3852, 3868, 3904, 3907, 3927, 3935, 3937, 3958, 4119, 4124, 4130, 4186, 4202, 4205, 4321, 4378, 4420, 4423, 4463, 4464, 4465, 4466, 4480, 4619, 4634, 4684, 4692, 4709, 4727, 5078, 5080, 5118, 5167, 5194, 5260, 5269, 5271, 5272, 5340, 5342, 5474, 5485, 5499, 5507, 5526, 5719, 5761, 5780, 5786, 5798, 5804, 5816, 5842, 5847, 5908, 5918, 5960, 5968, 5974, 6010, 6165, 6281, 6292]"
bacillus circulans,"[99, 498, 893, 1063, 1683, 1710, 2770, 3752, 4038, 4225, 4267, 4438, 4817, 5533, 6281]"
bacillus clausii,"[893, 2813, 3284, 5708]"
bacillus coagulans,"[2497, 2813, 6010]"
bacillus drentensis,"[1397, 3269, 4130, 4186, 5067, 6281]"
bacillus endophyticus,"[713, 2561, 2813, 3017, 3265, 3752, 3927, 3930, 4018, 4420, 6281]"
bacillus firmus,"[446, 713, 789, 1412, 1908, 4186, 4267, 4420, 4480, 4763, 5761, 5847]"
bacillus flexus,"[343, 498, 1423, 1683, 2210, 2761, 2813, 3907, 4202, 4755, 4817, 5148, 5816, 5847, 5918, 6281]"
bacillus foraminis,[5761]
bacillus fordii,[359]
bacillus gibsonii,"[4420, 5814, 6206]"
bacillus ginsengihumi,[763]
bacillus herbersteinensis,[4420]
bacillus horikoshii,[2636]
bacillus horti,"[3634, 5814]"
bacillus hwajinpoensis,[5708]
bacillus indicus,[4186]
bacillus infantis,"[3352, 3905]"
bacillus insolitus,[6010]
bacillus koreensis,"[1717, 4130, 4465, 5974]"
bacillus lehensis,[1397]
bacillus licheniformis,"[47, 60, 257, 260, 537, 538, 539, 713, 774, 854, 860, 893, 983, 1062, 1063, 1173, 1316, 1683, 2192, 2210, 2444, 2813, 3078, 3474, 3752, 4152, 4342, 4362, 4480, 4619, 4763, 4786, 4819, 5052, 5077, 5119, 5194, 5526, 5533, 5565, 5567, 5569, 5761, 5773, 6010, 6275, 6281]"
bacillus luciferensis,"[2031, 3752]"
bacillus marisflavi,"[1123, 1748, 4205, 5194, 5974, 6281]"
bacillus massiliensis,[789]
bacillus megaterium,"[2, 27, 38, 135, 143, 181, 183, 239, 260, 343, 498, 506, 540, 621, 622, 713, 860, 893, 908, 1078, 1123, 1126, 1138, 1151, 1182, 1187, 1397, 1423, 1426, 1466, 1536, 1584, 1717, 1748, 1771, 2031, 2064, 2196, 2200, 2355, 2398, 2702, 2761, 2813, 2866, 2959, 2981, 3005, 3028, 3050, 3075, 3210, 3287, 3469, 3474, 3475, 3477, 3675, 3707, 3745, 3927, 3930, 4130, 4202, 4205, 4357, 4420, 4431, 4464, 4465, 4619, 4634, 4692, 4727, 4831, 5148, 5167, 5194, 5260, 5488, 5761, 5783, 5786, 5798, 5804, 5847, 5918, 5974, 6010, 6187, 6206, 6281, 6289, 6303]"
bacillus methylotrophicus,"[3935, 4831]"
bacillus mojavensis,"[789, 2525, 2595, 2813, 4464, 4958, 5526, 6183, 6281]"
bacillus muralis,"[3927, 4420, 5798]"
bacillus mycoides,"[343, 1274, 1717, 2442, 2497, 2866, 2981, 3902, 5696, 5798, 5847, 6184, 6281]"
bacillus nealsonii,"[498, 1683, 1728, 3927, 4130, 6281]"
bacillus niabensis,"[498, 4186, 4500]"
bacillus niacini,"[3930, 4130, 4420, 5761, 6281]"
bacillus oceanisediminis,[6281]
bacillus panaciterrae,[5251]
bacillus phage ap50,[718]
bacillus phage b103,[719]
bacillus phage bam35,[720]
bacillus phage phi29,"[717, 719]"
bacillus phage spbeta,[719]
bacillus phage spo1,[719]
bacillus pichinotyi,"[893, 3927, 4130, 4186]"
bacillus plakortidis,"[1864, 4644]"
bacillus pseudomycoides,"[4202, 6281]"
bacillus psychrodurans,"[4186, 6066]"
bacillus pumilus,"[60, 207, 235, 239, 260, 343, 446, 495, 498, 537, 539, 540, 580, 621, 622, 632, 704, 713, 770, 789, 854, 860, 891, 892, 893, 908, 1078, 1123, 1151, 1173, 1316, 1348, 1398, 1412, 1426, 1466, 1493, 1717, 1771, 2031, 2043, 2044, 2050, 2064, 2342, 2460, 2497, 2525, 2556, 2570, 2599, 2636, 2661, 2679, 2702, 2703, 2761, 2767, 2813, 2866, 2975, 2986, 3006, 3047, 3064, 3078, 3282, 3284, 3474, 3475, 3522, 3752, 3905, 3907, 3927, 3935, 3958, 4119, 4130, 4171, 4182, 4186, 4195, 4202, 4205, 4214, 4335, 4389, 4420, 4480, 4619, 4692, 4727, 4755, 4765, 4819, 5119, 5120, 5167, 5271, 5474, 5485, 5499, 5507, 5526, 5533, 5565, 5567, 5569, 5786, 5798, 5816, 5824, 5847, 5918, 5974, 6010, 6188, 6206, 6281]"
bacillus safensis,"[713, 721, 1397, 1683, 1719, 3265, 3935, 4755, 5565]"
bacillus simplex,"[277, 2525, 2561, 3282, 3927, 4420, 5565, 5660, 5798, 6184, 6206, 6281]"
bacillus soli,[6281]
bacillus sonorensis,"[1133, 4755]"
bacillus stratosphericus,"[3930, 4831]"
bacillus subtilis,"[2, 39, 135, 141, 181, 235, 239, 244, 251, 260, 325, 343, 476, 495, 498, 499, 509, 539, 546, 547, 568, 580, 621, 713, 724, 761, 770, 774, 789, 843, 854, 860, 891, 893, 995, 1043, 1062, 1063, 1123, 1138, 1151, 1182, 1269, 1287, 1316, 1350, 1396, 1397, 1423, 1466, 1486, 1536, 1660, 1683, 1771, 1777, 1792, 1793, 1914, 1940, 2031, 2036, 2064, 2192, 2196, 2497, 2525, 2570, 2577, 2595, 2599, 2661, 2689, 2698, 2702, 2703, 2761, 2803, 2811, 2813, 2858, 2921, 2975, 2981, 2986, 3000, 3017, 3028, 3046, 3050, 3078, 3116, 3210, 3214, 3265, 3269, 3287, 3474, 3630, 3726, 3730, 3745, 3749, 3752, 3905, 3907, 3935, 3958, 4019, 4130, 4181, 4183, 4202, 4205, 4267, 4308, 4335, 4420, 4424, 4464, 4619, 4692, 4755, 4814, 4819, 4826, 4831, 4882, 4958, 5052, 5067, 5118, 5148, 5167, 5194, 5260, 5353, 5485, 5488, 5499, 5507, 5526, 5533, 5660, 5759, 5761, 5783, 5786, 5804, 5816, 5824, 5842, 5847, 5856, 5908, 5949, 5960, 5974, 6010, 6153, 6183, 6187, 6206, 6275, 6281, 6292]"
bacillus tequilensis,"[343, 1287, 1717, 3265, 3269, 3681, 3935, 4755, 5118]"
bacillus thioparans,[2813]
bacillus thuringiensis,"[235, 239, 251, 260, 342, 343, 495, 498, 621, 622, 713, 763, 779, 843, 893, 1078, 1123, 1397, 1423, 1716, 2064, 2210, 2542, 2624, 2689, 2813, 3178, 3449, 3907, 4130, 4202, 4420, 4463, 4500, 4531, 5194, 5269, 5474, 5507, 5565, 5591, 5804, 5842, 6206, 6224, 6250, 6281, 6303]"
bacillus trypoxylicola,[6019]
bacillus vallismortis,"[713, 2866]"
bacillus vireti,[1200]
bacillus weihenstephanensis,"[1777, 2525, 5499, 6206]"
bacteroides caccae,[2813]
bacteroides chinchillae,[1314]
bacteroides clarus,[2813]
bacteroides coprocola,[2813]
bacteroides coprosuis,[5719]
bacteroides dorei,[2813]
bacteroides eggerthii,[2813]
bacteroides finegoldii,[2813]
bacteroides fluxus,[2813]
bacteroides fragilis,"[854, 1072, 2161, 2326, 2813, 4152, 5719, 5720]"
bacteroides helcogenes,[5719]
bacteroides heparinolyticus,[2813]
bacteroides ovatus,[2813]
bacteroides rodentium,[1314]
bacteroides salanitronis,[2497]
bacteroides sartorii,[3749]
bacteroides stercoris,[2813]
bacteroides thetaiotaomicron,[2813]
bacteroides uniformis,"[2813, 3749]"
bacteroides ureolyticus,[2813]
bacteroides vulgatus,"[2497, 2813, 3749, 5719]"
bacteroides xylanisolvens,[2813]
bactrocera correcta,[4882]
bactrocera cucurbitae,"[1123, 1664]"
bactrocera dorsalis,"[1123, 3752, 4882]"
bactrocera oleae,[4038]
bactrocera zonata,[4882]
bagaza virus,"[231, 1692, 3555]"
balamuthia mandrillaris,[2813]
balanococcus diminutus,[4472]
balanotaenia bancrofti,[5791]
balantidium coli,"[1063, 2594, 2813, 4231, 5694, 5719, 5720]"
balanus balanus,[2811]
balanus trigonus,[705]
bamboo mosaic virus,"[734, 736]"
banana bract mosaic virus,"[2077, 3752]"
banana bunchy top virus,"[2119, 3752]"
banna virus,"[143, 153, 444, 1667, 1675, 1679, 1692, 2813, 4001, 5720]"
barbulanympha ufalula,[1637]
barley mild mosaic virus,[2819]
barley stripe mosaic virus,[2819]
barley yellow dwarf virus-mav,"[470, 696, 697, 1797, 2331, 2332, 2819, 3019, 6010]"
barley yellow dwarf virus-pas,"[697, 3638, 6010]"
barley yellow dwarf virus-pav,"[470, 696, 697, 899, 2089, 2332, 2568, 2569, 2819, 3282, 3638, 4409, 4700, 6010]"
barley yellow mosaic virus,[2819]
barley yellow striate mosaic virus,[6010]
barmah forest virus,"[1666, 2813, 4013]"
bartonella alsatica,[4124]
bartonella bacilliformis,[2813]
bartonella bovis,"[854, 1075, 1223]"
bartonella capreoli,"[1075, 1223]"
bartonella chomelii,[854]
bartonella clarridgeiae,"[1652, 2326]"
bartonella doshiae,[5058]
bartonella durdenii,[5316]
bartonella elizabethae,"[521, 1062, 1063, 2813, 3600, 5061, 5715]"
bartonella grahamii,"[510, 512, 513, 514, 515, 516, 518, 520, 521, 522, 627, 3648, 3662, 3788, 3789]"
bartonella henselae,"[296, 854, 1062, 1063, 1652, 2161, 2326, 2813, 2974, 3252, 3396, 4152, 4454, 4955, 5112]"
bartonella japonica,[512]
bartonella melophagi,[3579]
bartonella queenslandensis,[5061]
bartonella quintana,"[1062, 1063, 2813, 3399]"
bartonella rochalimae,"[1062, 1063, 2813, 4954, 5061]"
bartonella schoenbuchensis,"[1075, 1223]"
bartonella silvatica,[520]
bartonella silvicola,[3296]
bartonella tamiae,[2813]
bartonella taylorii,"[510, 3789, 3792]"
bartonella tribocorum,"[521, 5061]"
bartonella vinsonii,"[171, 1062, 1063, 1654, 2813, 4087, 4114]"
bartonella volans,[2545]
bartonella washoensis,"[171, 1172, 1761, 2545, 2813, 4087, 4114, 4954, 5319, 5557, 5558, 5559, 5561, 5562, 5788, 5790]"
bartonella weissi,[2326]
baryscapus elasmi,[2068]
baryscapus pallidae,"[372, 373, 785, 1755, 1949, 3922, 3923]"
baryssiniella hieroglyphica,"[768, 2202]"
basella rugose mosaic virus,"[453, 750, 5552]"
basidiobolus haptosporus,[2161]
basidiobolus ranarum,[2813]
bathybothrium rectangulum,[743]
bathycestus brayi,[3954]
batken virus,[2838]
batrachochytrium dendrobatidis,"[109, 173, 371, 816, 1197, 1198, 1762, 2286, 2287, 2288, 2289, 2290, 3266, 5025, 5028, 5031, 5037, 5039, 5042, 5043, 5044, 5288, 6236]"
baylisascaris ailuri,[209]
baylisascaris procyonis,"[1063, 2813, 4803]"
baylisascaris schroederi,"[208, 6109, 6111]"
baylisascaris transfuga,"[6108, 6109, 6110, 6111]"
bayou virus,"[2813, 4132]"
bdellorhynchus polymorphus,[711]
bdelloura candida,[3238]
bdellovibrio phage phimh2k,[759]
beak and feather disease virus,"[176, 178, 286, 288, 290, 541, 542, 543, 544, 545, 560, 985, 987, 988, 989, 990, 1528, 1727, 1925, 2051, 2122, 2124, 2251, 2567, 2627, 3580, 3988, 4608, 4610, 4661, 4662, 4713, 4714, 4715, 4716, 4717, 4718, 4796, 4851, 4884, 4886, 4887, 4888, 4889, 5386, 5959]"
bean calico mosaic virus,[4420]
bean common mosaic necrosis virus,[4420]
bean common mosaic virus,"[547, 2570, 3030, 3423, 4420, 4712, 6126, 6127, 6186, 6188]"
bean golden mosaic virus,"[2570, 3424]"
bean leafroll virus,"[1373, 4634, 6165]"
bean pod mottle virus,[2570]
bean yellow disorder virus,[4420]
bean yellow dwarf virus,"[1373, 4420]"
bean yellow mosaic virus,"[1066, 1618, 1978, 2296, 3011, 3336, 3337, 3338, 3340, 3560, 4284, 4420, 4634, 4930, 5985, 5986, 6126, 6165]"
bear canyon virus,"[3893, 4367]"
beauveria amorpha,[2953]
beauveria bassiana,"[197, 431, 1350, 1735, 1840, 1843, 1895, 1926, 2023, 2275, 2494, 2813, 2863, 2864, 2885, 2953, 2954, 3178, 3558, 3711, 3713, 3937, 4533, 5079, 5843, 5889]"
beauveria caledonica,"[330, 2863, 5889]"
beauveria malawiensis,[4470]
bedfordiella unica,[3330]
beet black scorch virus,[770]
beet chlorosis virus,[770]
beet cryptic virus 1,[770]
beet cryptic virus 2,[770]
beet curly top iran virus,[770]
beet curly top virus,[770]
beet mild curly top virus,"[770, 1078, 1663, 1665]"
beet mild yellowing virus,[770]
beet mosaic virus,[770]
beet necrotic yellow vein virus,"[770, 5584]"
beet severe curly top virus,[770]
beet soil-borne mosaic virus,[770]
beet soil-borne virus,[770]
beet virus q,[770]
beet western yellows virus,"[770, 891, 1078, 4634]"
beet yellow stunt virus,[5524]
beet yellows virus,[770]
belonolaimus longicaudatus,"[1758, 2570, 2599, 5499, 6281]"
beluesca littlewoodi,[4673]
beluesca longicolla,[4673]
beluga whale coronavirus sw1,[1824]
bembecia psoraleae,[793]
bemisia afer,"[2599, 2931, 3475]"
bemisia berbericola,[105]
bemisia emiliae,[2101]
bemisia tabaci,"[2, 192, 224, 472, 547, 757, 764, 808, 891, 892, 893, 1046, 1078, 1080, 1137, 1274, 1305, 1355, 1412, 1467, 1603, 1659, 1660, 1663, 1664, 1665, 1720, 1818, 2044, 2259, 2260, 2262, 2263, 2537, 2570, 2598, 2599, 2698, 2768, 2769, 2823, 2825, 2877, 2931, 2935, 2937, 2943, 3030, 3044, 3051, 3075, 3287, 3329, 3464, 3475, 3562, 3615, 3707, 3735, 3935, 4267, 4346, 4419, 4420, 4890, 5052, 5250, 5417, 5434, 5485, 5488, 5490, 5499, 5584, 5749, 5931, 5969, 6113, 6183, 6188]"
